UID|User|JobID|JobName|Submit|Elapsed|Partition|NNodes|NCPUS|TotalCPU|CPUTime|ReqMem|MaxRSS|WorkDir|State|Account|AllocTRES
11111|uid_1|55176141|CPU-4ch|2022-02-11T19:11:21|04:00:25|ash-himem|1|1|00:00:00|04:00:25|6760M||/home/uid_1|TIMEOUT|group_1-sl2-cpu|billing=1,cpu=1,mem=6760M,node=1
11111|uid_1|55236675|GPU-int|2022-02-12T13:55:33|03:00:30|oak|1|32|00:00:00|4-00:16:00|250G||/home/uid_1|TIMEOUT|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|55236694|Omic_b01T|2022-02-12T14:04:01|00:39:16|oak|1|32|00:00:00|20:56:32|250G||/home/uid_1/a/b/c|COMPLETED|group_1-sl3-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|57365267|GPU-int|2022-03-20T12:34:24|02:00:18|oak|1|32|00:00:00|2-16:09:36|250G||/home/uid_1|TIMEOUT|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|57365466|Hyb_b01T|2022-03-20T12:54:43|00:07:12|oak|1|32|00:00:00|03:50:24|250G||/home/uid_1/a/b/c|FAILED|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|57365498|HybSM_b01T|2022-03-20T13:10:15|01:14:28|oak|1|32|00:00:00|1-15:42:56|250G||/home/uid_1/a/b/c|COMPLETED|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|57365499|HSM_b02T|2022-03-20T13:10:20|00:56:48|oak|1|32|00:00:00|1-06:17:36|250G||/home/uid_1/a/b/c|COMPLETED|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|57365501|Hyb_b01T|2022-03-20T13:13:11|01:17:05|oak|1|32|00:00:00|1-17:06:40|250G||/home/uid_1/a/b/c|COMPLETED|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|57365633|reg_b01T|2022-03-20T13:23:54|00:04:26|oak|1|32|00:00:00|02:21:52|250G||/home/uid_1/a/b/c|COMPLETED|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|57365634|reg_b02T|2022-03-20T13:23:58|00:07:52|oak|1|32|00:00:00|04:11:44|250G||/home/uid_1/a/b/c|COMPLETED|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|57365635|reg_b03T|2022-03-20T13:24:03|00:07:20|oak|1|32|00:00:00|03:54:40|250G||/home/uid_1/a/b/c|COMPLETED|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|57376161|GPU-int|2022-03-20T21:18:57|02:00:21|oak|1|32|00:00:00|2-16:11:12|250G||/home/uid_1|TIMEOUT|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|57378867|GPU-int|2022-03-20T23:34:43|01:08:10|oak|1|32|00:00:00|1-12:21:20|250G||/home/uid_1|FAILED|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|61985081|test2nodes|2022-05-30T11:51:08|00:04:35|beech|2|70|00:00:00|05:20:50|239400M||/home/uid_1|FAILED|group_1-sl2-cpu|billing=70,cpu=70,mem=239400M,node=2
11111|uid_1|62063994|testPart|2022-05-31T10:14:48|00:00:00|beech|1|0|00:00:00|00:00:00|48120M||/home/uid_1|FAILED|group_1-sl3-cpu|
11111|uid_1|62063996|testPart|2022-05-31T10:15:49|00:00:00|beech|1|0|00:00:00|00:00:00|13520M||/home/uid_1|FAILED|group_1-sl3-cpu|
11111|uid_1|62063998|testPart|2022-05-31T10:16:48|00:00:00|beech|1|0|00:00:00|00:00:00|13520M||/home/uid_1|FAILED|group_1-sl3-cpu|
11111|uid_1|62064000|testPart|2022-05-31T10:16:57|00:00:00|beech|1|0|00:00:00|00:00:00|13680M||/home/uid_1|CANCELLED by 11111|group_1-sl3-cpu|
11111|uid_1|62064001|testPart|2022-05-31T10:17:38|00:00:00|ash|1|0|00:00:00|00:00:00|48120M||/home/uid_1|FAILED|group_1-sl3-cpu|
11111|uid_1|62101237|testPart|2022-05-31T17:25:48|00:14:20|yew-himem|1|4|00:00:00|00:57:20|48120M||/home/uid_1|FAILED|group_1-sl3-cpu|billing=4,cpu=4,mem=48120M,node=1
11111|uid_1|62796421|CPU-12ch|2022-06-16T16:30:36|02:00:52|ash-himem|1|12|00:00:00|1-00:10:24|81120M||/home/uid_1|FAILED|group_1-sl2-cpu|billing=12,cpu=12,mem=81120M,node=1
11111|uid_1|62833049|GPU-int|2022-06-17T11:13:49|00:05:12|oak|1|32|00:00:00|02:46:24|250G||/home/uid_1|FAILED|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|62833615|Seq_b02T|2022-06-17T11:19:40|03:27:37|oak|1|32|00:00:00|4-14:43:44|250G||/home/uid_1/a/b/c|COMPLETED|group_1-sl3-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|62913439|GPU-int|2022-06-20T08:47:05|01:07:04|oak|1|32|00:00:00|1-11:46:08|250G||/home/uid_1|FAILED|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|62938415|CPU-4ch|2022-06-20T19:40:32|01:51:42|ash-himem|1|12|00:00:00|22:20:24|81120M||/home/uid_1|FAILED|group_1-sl3-cpu|billing=12,cpu=12,mem=81120M,node=1
11111|uid_1|62941033|GPU-int|2022-06-20T21:34:21|00:17:32|oak|1|32|00:00:00|09:21:04|250G||/home/uid_1|FAILED|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|62941341|Seq_bt03|2022-06-20T21:56:23|01:08:56|oak|1|32|00:00:00|1-12:45:52|250G||/home/uid_1/a/b/c|COMPLETED|group_1-sl3-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|62941349|Seq_bt04|2022-06-20T21:56:38|01:19:31|oak|1|32|00:00:00|1-18:24:32|250G||/home/uid_1/a/b/c|COMPLETED|group_1-sl3-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|62960391|GPU-int|2022-06-21T08:18:29|01:00:23|oak|1|32|00:00:00|1-08:12:16|250G||/home/uid_1|TIMEOUT|group_1-sl2-gpu|billing=32,cpu=32,gres/gpu=1,mem=250G,node=1
11111|uid_1|2346011|CPU-R|2022-09-05T14:36:53|05:48:57|beech-himem|1|15|00:00:00|3-15:14:15|102600M||/home/uid_1|FAILED|group_1-sl3-cpu|billing=15,cpu=15,mem=102600M,node=1
11111|uid_1|2787379|CPU-R|2022-09-14T18:21:21|00:13:03|beech-himem|1|15|00:00:00|03:15:45|102600M||/home/uid_1|FAILED|group_1-sl3-cpu|billing=15,cpu=15,mem=102600M,node=1
11111|uid_1|2788060|CPU-R|2022-09-14T18:38:58|00:44:50|beech-himem|1|15|00:00:00|11:12:30|102600M||/home/uid_1|FAILED|group_1-sl2-cpu|billing=15,cpu=15,mem=102600M,node=1
11111|uid_1|2791598|CPU-R|2022-09-14T20:03:14|00:25:30|beech-himem|1|15|00:00:00|06:22:30|102600M||/home/uid_1|FAILED|group_1-sl2-cpu|billing=15,cpu=15,mem=102600M,node=1
11111|uid_1|2901337|CPU-R|2022-09-15T11:29:48|00:09:05|ash-himem|1|15|00:00:00|02:16:15|101400M||/home/uid_1|FAILED|group_1-sl2-cpu|billing=15,cpu=15,mem=101400M,node=1
11111|uid_1|3929147|CPU-4ch|2022-09-25T10:23:37|00:00:00|yew-himem|1|0|00:00:00|00:00:00|48120M||/home/uid_1|CANCELLED by 11111|group_1-sl3-cpu|
11111|uid_1|3929272|CPU-4ch|2022-09-25T10:26:11|01:25:58|yew-himem|1|4|00:00:00|05:43:52|48120M||/home/uid_1|FAILED|group_1-sl2-cpu|billing=4,cpu=4,mem=48120M,node=1
11111|uid_1|4001516|CPU-4ch|2022-09-26T14:10:52|06:09:56|yew-himem|1|4|00:00:00|1-00:39:44|48120M||/home/uid_1|FAILED|group_1-sl2-cpu|billing=4,cpu=4,mem=48120M,node=1
11111|uid_1|4013499_0|somejob|2022-09-26T20:01:59|00:54:34|yew-himem|1|3|00:00:00|02:43:42|36090M||some/path/uid_1/my/other/project|FAILED|group_1-sl2-cpu|billing=3,cpu=3,mem=36090M,node=1
11111|uid_1|4013499_1|somejob|2022-09-26T20:01:59|00:56:27|yew-himem|1|3|00:00:00|02:49:21|36090M||some/path/uid_1/my/other/project|FAILED|group_1-sl2-cpu|billing=3,cpu=3,mem=36090M,node=1
11111|uid_1|4013499_2|somejob|2022-09-26T20:01:59|00:56:34|yew-himem|1|3|00:00:00|02:49:42|36090M||some/path/uid_1/my/other/project|FAILED|group_1-sl2-cpu|billing=3,cpu=3,mem=36090M,node=1
